sample_id,speaker,utt_id,target_word,condition,band,operation,target_loss,raw_prediction,mapped_prediction,mapped_correct,raw_exact,target_rank,target_distance,linf
F03||194||hotel,F03,194,hotel,remove_4-8k,4-8k,remove,3.501953125,hotel,hotel,1,1,1,0,0.00020000338554382324
F03||203||sheet,F03,203,sheet,retain_0-0.5k,0-0.5k,retain,4.46875,shoot,shoot,0,0,5,2,0.00013532908633351326
F03||203||sheet,F03,203,sheet,remove_0-0.5k,0-0.5k,remove,3.134765625,sheet,sheet,1,1,1,0,0.00020000338554382324
F03||203||sheet,F03,203,sheet,retain_0.5-2k,0.5-2k,retain,3.568359375,shoot,shoot,0,0,5,2,0.00020000338554382324
F03||203||sheet,F03,203,sheet,remove_0.5-2k,0.5-2k,remove,3.22265625,sheep,sheet,1,0,1,1,0.00020000338554382324
F03||203||sheet,F03,203,sheet,retain_2-4k,2-4k,retain,3.533203125,shoot,shoot,0,0,5,2,0.00020000338554382324
F03||203||sheet,F03,203,sheet,remove_2-4k,2-4k,remove,3.189453125,sheet,sheet,1,1,1,0,0.00020000338554382324
F03||203||sheet,F03,203,sheet,retain_4-8k,4-8k,retain,3.46484375,shoot,shoot,0,0,5,2,0.00020000338554382324
F03||203||sheet,F03,203,sheet,remove_4-8k,4-8k,remove,3.263671875,sheet,sheet,1,1,1,0,0.00020000338554382324
F03||208||him,F03,208,him,retain_0-0.5k,0-0.5k,retain,6.1328125,hem,hem,0,0,4,1,0.00011250469833612442
F03||208||him,F03,208,him,remove_0-0.5k,0-0.5k,remove,5.17578125,him,him,1,1,1,0,0.00020000338554382324
F03||208||him,F03,208,him,retain_0.5-2k,0.5-2k,retain,5.88671875,hem,hem,0,0,4,1,0.0002000001259148121
F03||208||him,F03,208,him,remove_0.5-2k,0.5-2k,remove,5.26953125,him,him,1,1,1,0,0.00020000338554382324
F03||208||him,F03,208,him,retain_2-4k,2-4k,retain,5.77734375,hem,hem,0,0,4,1,0.00020000338554382324
F03||208||him,F03,208,him,remove_2-4k,2-4k,remove,5.3359375,him,him,1,1,1,0,0.00020000338554382324
F03||208||him,F03,208,him,retain_4-8k,4-8k,retain,5.4921875,him,him,1,1,1,0,0.00020000338554382324
F03||208||him,F03,208,him,remove_4-8k,4-8k,remove,5.578125,him,him,1,1,1,0,0.00020000338554382324
M01||28||jacket,M01,28,jacket,retain_0-0.5k,0-0.5k,retain,4.16015625,drag it,trait,0,0,41,5,0.0002000001259148121
M01||28||jacket,M01,28,jacket,remove_0-0.5k,0-0.5k,remove,3.626953125,um a jacket,jacket,1,0,1,5,0.00020000338554382324
M01||28||jacket,M01,28,jacket,retain_0.5-2k,0.5-2k,retain,3.96875,drag it,trait,0,0,41,5,0.00020000338554382324
M01||28||jacket,M01,28,jacket,remove_0.5-2k,0.5-2k,remove,3.75,um drag it,trait,0,0,45,8,0.00020000338554382324
M01||28||jacket,M01,28,jacket,retain_2-4k,2-4k,retain,3.9375,drag it,trait,0,0,41,5,0.00020000338554382324
M01||28||jacket,M01,28,jacket,remove_2-4k,2-4k,remove,3.7734375,um drag it,trait,0,0,45,8,0.00020000338554382324
M01||28||jacket,M01,28,jacket,retain_4-8k,4-8k,retain,3.931640625,drag it,trait,0,0,41,5,0.00020000338554382324
M01||28||jacket,M01,28,jacket,remove_4-8k,4-8k,remove,3.787109375,drag it,trait,0,0,41,5,0.00020000338554382324
M01||35||sticks,M01,35,sticks,retain_0-0.5k,0-0.5k,retain,7.7734375,stick,stick,0,0,2,1,0.00019246339797973633
M01||35||sticks,M01,35,sticks,remove_0-0.5k,0-0.5k,remove,6.31640625,stick,stick,0,0,2,1,0.00020000338554382324
M01||35||sticks,M01,35,sticks,retain_0.5-2k,0.5-2k,retain,7.6875,stick,stick,0,0,2,1,0.00020000338554382324
M01||35||sticks,M01,35,sticks,remove_0.5-2k,0.5-2k,remove,6.78125,stick,stick,0,0,2,1,0.00020000338554382324
M01||35||sticks,M01,35,sticks,retain_2-4k,2-4k,retain,7.62109375,stick,stick,0,0,2,1,0.00020000338554382324
M01||35||sticks,M01,35,sticks,remove_2-4k,2-4k,remove,6.90234375,stick,stick,0,0,2,1,0.00020000338554382324
M01||35||sticks,M01,35,sticks,retain_4-8k,4-8k,retain,7.3984375,stick,stick,0,0,2,1,0.00020000338554382324
M01||35||sticks,M01,35,sticks,remove_4-8k,4-8k,remove,7.32421875,stick,stick,0,0,2,1,0.00020000338554382324
M01||59||air,M01,59,air,retain_0-0.5k,0-0.5k,retain,5.08203125,eeeeh,cheer,0,0,111,5,0.00016707181930541992
M01||59||air,M01,59,air,remove_0-0.5k,0-0.5k,remove,4.66796875,err,air,1,0,1,2,0.00020000338554382324
M01||59||air,M01,59,air,retain_0.5-2k,0.5-2k,retain,4.93359375,eeeeh,cheer,0,0,111,5,0.00020000338554382324
M01||59||air,M01,59,air,remove_0.5-2k,0.5-2k,remove,4.74609375,err,air,1,0,1,2,0.00020000338554382324
M01||59||air,M01,59,air,retain_2-4k,2-4k,retain,4.89453125,eeeeh,cheer,0,0,111,5,0.00020000338554382324
M01||59||air,M01,59,air,remove_2-4k,2-4k,remove,4.7890625,err,air,1,0,1,2,0.00020000338554382324
M01||59||air,M01,59,air,retain_4-8k,4-8k,retain,4.87890625,err,air,1,0,1,2,0.00020000338554382324
M01||59||air,M01,59,air,remove_4-8k,4-8k,remove,4.7890625,err,air,1,0,1,2,0.00020000338554382324
M01||61||farm,M01,61,farm,retain_0-0.5k,0-0.5k,retain,5.05859375,fine,five,0,0,33,3,0.00020000338554382324
M01||61||farm,M01,61,farm,remove_0-0.5k,0-0.5k,remove,3.97265625,farm,farm,1,1,1,0,0.00020000338554382324
M01||61||farm,M01,61,farm,retain_0.5-2k,0.5-2k,retain,4.7578125,fine,five,0,0,33,3,0.00020000338554382324
M01||61||farm,M01,61,farm,remove_0.5-2k,0.5-2k,remove,4.15625,fine,five,0,0,33,3,0.00020000338554382324
M01||61||farm,M01,61,farm,retain_2-4k,2-4k,retain,4.62109375,fine,five,0,0,33,3,0.00020000338554382324
M01||61||farm,M01,61,farm,remove_2-4k,2-4k,remove,4.26171875,fine,five,0,0,33,3,0.00020000338554382324
M01||61||farm,M01,61,farm,retain_4-8k,4-8k,retain,4.5546875,fine,five,0,0,33,3,0.00020000338554382324
M01||61||farm,M01,61,farm,remove_4-8k,4-8k,remove,4.328125,fine,five,0,0,33,3,0.00020000338554382324
M01||67||born,M01,67,born,retain_0-0.5k,0-0.5k,retain,5.69921875,bye,ate,0,0,34,3,0.00019997358322143555
M01||67||born,M01,67,born,remove_0-0.5k,0-0.5k,remove,5.1171875,morning,born,1,0,1,4,0.00020000338554382324
M01||67||born,M01,67,born,retain_0.5-2k,0.5-2k,retain,5.5390625,bye,ate,0,0,34,3,0.00020000338554382324
M01||67||born,M01,67,born,remove_0.5-2k,0.5-2k,remove,5.2578125,bye,ate,0,0,34,3,0.00020000338554382324
M01||67||born,M01,67,born,retain_2-4k,2-4k,retain,5.47265625,bye,ate,0,0,34,3,0.00020000338554382324
M01||67||born,M01,67,born,remove_2-4k,2-4k,remove,5.296875,bye,ate,0,0,34,3,0.00020000338554382324
M01||67||born,M01,67,born,retain_4-8k,4-8k,retain,5.47265625,bye,ate,0,0,34,3,0.00020000338554382324
M01||67||born,M01,67,born,remove_4-8k,4-8k,remove,5.31640625,bye,ate,0,0,34,3,0.00020000338554382324
M01||71||rage,M01,71,rage,retain_0-0.5k,0-0.5k,retain,6.84375,raid,raid,0,0,14,2,0.00020000338554382324
M01||71||rage,M01,71,rage,remove_0-0.5k,0-0.5k,remove,6.08984375,rage,rage,1,1,1,0,0.00020000338554382324
M01||71||rage,M01,71,rage,retain_0.5-2k,0.5-2k,retain,6.65234375,rage,rage,1,1,1,0,0.00020000338554382324
M01||71||rage,M01,71,rage,remove_0.5-2k,0.5-2k,remove,6.2109375,rage,rage,1,1,1,0,0.00020000338554382324
M01||71||rage,M01,71,rage,retain_2-4k,2-4k,retain,6.625,rage,rage,1,1,1,0,0.00020000338554382324
M01||71||rage,M01,71,rage,remove_2-4k,2-4k,remove,6.26953125,rage,rage,1,1,1,0,0.00020000338554382324
M01||71||rage,M01,71,rage,retain_4-8k,4-8k,retain,6.4453125,rage,rage,1,1,1,0,0.00020000338554382324
M01||71||rage,M01,71,rage,remove_4-8k,4-8k,remove,6.44921875,rage,rage,1,1,1,0,0.00020000338554382324
M01||74||car,M01,74,car,retain_0-0.5k,0-0.5k,retain,4.6328125,claire,chair,0,0,5,3,0.0002000001259148121
M01||74||car,M01,74,car,remove_0-0.5k,0-0.5k,remove,4.21875,car,car,1,1,1,0,0.00020000338554382324
M01||74||car,M01,74,car,retain_0.5-2k,0.5-2k,retain,4.51953125,claire,chair,0,0,5,3,0.00020000338554382324
M01||74||car,M01,74,car,remove_0.5-2k,0.5-2k,remove,4.29296875,car,car,1,1,1,0,0.00020000338554382324
M01||74||car,M01,74,car,retain_2-4k,2-4k,retain,4.48828125,claire,chair,0,0,5,3,0.00020000338554382324
M01||74||car,M01,74,car,remove_2-4k,2-4k,remove,4.30859375,car,car,1,1,1,0,0.00020000338554382324
M01||74||car,M01,74,car,retain_4-8k,4-8k,retain,4.43359375,car,car,1,1,1,0,0.00020000338554382324
M01||74||car,M01,74,car,remove_4-8k,4-8k,remove,4.37109375,car,car,1,1,1,0,0.00020000338554382324
M01||75||rave,M01,75,rave,retain_0-0.5k,0-0.5k,retain,5.2734375,rape,race,0,0,5,1,0.00015897606499493122
M01||75||rave,M01,75,rave,remove_0-0.5k,0-0.5k,remove,3.701171875,rave,rave,1,1,1,0,0.00020000338554382324
M01||75||rave,M01,75,rave,retain_0.5-2k,0.5-2k,retain,4.875,rape,race,0,0,5,1,0.00020000338554382324
M01||75||rave,M01,75,rave,remove_0.5-2k,0.5-2k,remove,3.70703125,rave,rave,1,1,1,0,0.00020000338554382324
M01||75||rave,M01,75,rave,retain_2-4k,2-4k,retain,4.62890625,rape,race,0,0,5,1,0.00020000338554382324
M01||75||rave,M01,75,rave,remove_2-4k,2-4k,remove,3.6875,rave,rave,1,1,1,0,0.00020000338554382324
M01||75||rave,M01,75,rave,retain_4-8k,4-8k,retain,3.705078125,rave,rave,1,1,1,0,0.00020000338554382324
M01||75||rave,M01,75,rave,remove_4-8k,4-8k,remove,4.15234375,rave,rave,1,1,1,0,0.00020000338554382324
M01||86||down,M01,86,down,retain_0-0.5k,0-0.5k,retain,4.51953125,no,no,0,0,40,3,0.00020000338554382324
M01||86||down,M01,86,down,remove_0-0.5k,0-0.5k,remove,4.08984375,down,down,1,1,1,0,0.00020000338554382324
M01||86||down,M01,86,down,retain_0.5-2k,0.5-2k,retain,4.359375,no,no,0,0,40,3,0.00020000338554382324
M01||86||down,M01,86,down,remove_0.5-2k,0.5-2k,remove,4.21875,down,down,1,1,1,0,0.00020000338554382324
M01||86||down,M01,86,down,retain_2-4k,2-4k,retain,4.390625,no,no,0,0,40,3,0.00020000338554382324
M01||86||down,M01,86,down,remove_2-4k,2-4k,remove,4.140625,down,down,1,1,1,0,0.00020000338554382324
M01||86||down,M01,86,down,retain_4-8k,4-8k,retain,4.34375,no,no,0,0,40,3,0.00020000338554382324
M01||86||down,M01,86,down,remove_4-8k,4-8k,remove,4.21875,down,down,1,1,1,0,0.00020000338554382324
M01||87||meat,M01,87,meat,retain_0-0.5k,0-0.5k,retain,3.3671875,meep,deer,0,0,6,2,0.00014414265751838684
M01||87||meat,M01,87,meat,remove_0-0.5k,0-0.5k,remove,2.833984375,meat,meat,1,1,1,0,0.00020000338554382324
M01||87||meat,M01,87,meat,retain_0.5-2k,0.5-2k,retain,3.1796875,meep,deer,0,0,6,2,0.00020000338554382324
M01||87||meat,M01,87,meat,remove_0.5-2k,0.5-2k,remove,2.884765625,meep,deer,0,0,6,2,0.00020000338554382324
M01||87||meat,M01,87,meat,retain_2-4k,2-4k,retain,3.08203125,meep,deer,0,0,6,2,0.00020000338554382324
M01||87||meat,M01,87,meat,remove_2-4k,2-4k,remove,2.9375,meep,deer,0,0,6,2,0.00020000338554382324
M01||87||meat,M01,87,meat,retain_4-8k,4-8k,retain,3.0234375,meep,deer,0,0,6,2,0.00020000338554382324
M01||87||meat,M01,87,meat,remove_4-8k,4-8k,remove,2.98046875,meep,deer,0,0,6,2,0.00020000338554382324
M01||93||for,M01,93,for,retain_0-0.5k,0-0.5k,retain,7.25,for her,flicker,0,0,3,4,0.00017164461314678192
M01||93||for,M01,93,for,remove_0-0.5k,0-0.5k,remove,5.4921875,for,for,1,1,1,0,0.00020000338554382324
M01||93||for,M01,93,for,retain_0.5-2k,0.5-2k,retain,6.5,for her,flicker,0,0,3,4,0.00020000338554382324
M01||93||for,M01,93,for,remove_0.5-2k,0.5-2k,remove,5.5703125,for,for,1,1,1,0,0.00020000338554382324
M01||93||for,M01,93,for,retain_2-4k,2-4k,retain,6.01953125,for her,flicker,0,0,3,4,0.00020000338554382324
M01||93||for,M01,93,for,remove_2-4k,2-4k,remove,5.71484375,for her,flicker,0,0,3,4,0.00020000338554382324
M01||93||for,M01,93,for,retain_4-8k,4-8k,retain,6.48828125,for her,flicker,0,0,3,4,0.00020000338554382324
M01||93||for,M01,93,for,remove_4-8k,4-8k,remove,5.578125,for,for,1,1,1,0,0.00020000338554382324
M01||4||knee,M01,4,knee,retain_0-0.5k,0-0.5k,retain,4.8359375,nee,fee,0,0,2,1,0.0001796216529328376
M01||4||knee,M01,4,knee,remove_0-0.5k,0-0.5k,remove,3.072265625,knee,knee,1,1,1,0,0.00020000338554382324
M01||4||knee,M01,4,knee,retain_0.5-2k,0.5-2k,retain,4.38671875,nee,fee,0,0,2,1,0.00020000338554382324
M01||4||knee,M01,4,knee,remove_0.5-2k,0.5-2k,remove,3.22265625,nee,fee,0,0,2,1,0.00020000338554382324
M01||4||knee,M01,4,knee,retain_2-4k,2-4k,retain,4.1640625,nee,fee,0,0,2,1,0.00020000338554382324
M01||4||knee,M01,4,knee,remove_2-4k,2-4k,remove,3.341796875,nee,fee,0,0,2,1,0.00020000338554382324
M01||4||knee,M01,4,knee,retain_4-8k,4-8k,retain,3.953125,nee,fee,0,0,2,1,0.00020000338554382324
M01||4||knee,M01,4,knee,remove_4-8k,4-8k,remove,3.51171875,nee,fee,0,0,2,1,0.00020000338554382324
M01||5||race,M01,5,race,retain_0-0.5k,0-0.5k,retain,4.8828125,hooray,horn,0,0,135,5,0.00013937801122665405
M01||5||race,M01,5,race,remove_0-0.5k,0-0.5k,remove,3.107421875,erase,race,1,0,1,2,0.00020000338554382324
M01||5||race,M01,5,race,retain_0.5-2k,0.5-2k,retain,3.982421875,erase,race,1,0,1,2,0.00020000338554382324
M01||5||race,M01,5,race,remove_0.5-2k,0.5-2k,remove,3.2265625,erase,race,1,0,1,2,0.00020000338554382324
M01||5||race,M01,5,race,retain_2-4k,2-4k,retain,3.79296875,race,race,1,1,1,0,0.00020000338554382324
M01||5||race,M01,5,race,remove_2-4k,2-4k,remove,3.427734375,erase,race,1,0,1,2,0.00020000338554382324
M01||5||race,M01,5,race,retain_4-8k,4-8k,retain,3.837890625,a race,race,1,0,1,2,0.00020000338554382324
M01||5||race,M01,5,race,remove_4-8k,4-8k,remove,3.408203125,erase,race,1,0,1,2,0.00020000338554382324
M01||8||grow,M01,8,grow,retain_0-0.5k,0-0.5k,retain,6.03515625,yo,go,0,0,50,3,0.00020000000949949026
M01||8||grow,M01,8,grow,remove_0-0.5k,0-0.5k,remove,4.8359375,grow,grow,1,1,1,0,0.00020000338554382324
M01||8||grow,M01,8,grow,retain_0.5-2k,0.5-2k,retain,5.69921875,no,no,0,0,55,3,0.00020000338554382324
M01||8||grow,M01,8,grow,remove_0.5-2k,0.5-2k,remove,4.98046875,grow,grow,1,1,1,0,0.00020000338554382324
M01||8||grow,M01,8,grow,retain_2-4k,2-4k,retain,5.390625,yo,go,0,0,50,3,0.00020000338554382324
M01||8||grow,M01,8,grow,remove_2-4k,2-4k,remove,5.12890625,grow,grow,1,1,1,0,0.00020000338554382324
M01||8||grow,M01,8,grow,retain_4-8k,4-8k,retain,5.56640625,yo,go,0,0,50,3,0.00020000338554382324
M01||8||grow,M01,8,grow,remove_4-8k,4-8k,remove,5.015625,grow,grow,1,1,1,0,0.00020000338554382324
M01||9||store,M01,9,store,retain_0-0.5k,0-0.5k,retain,5.73046875,darn,darn,0,0,217,4,0.00020000000949949026
M01||9||store,M01,9,store,remove_0-0.5k,0-0.5k,remove,3.890625,store,store,1,1,1,0,0.00020000338554382324
M01||9||store,M01,9,store,retain_0.5-2k,0.5-2k,retain,5.3125,darn,darn,0,0,217,4,0.00020000338554382324
M01||9||store,M01,9,store,remove_0.5-2k,0.5-2k,remove,4.28515625,door,boot,0,0,65,3,0.00020000338554382324
M01||9||store,M01,9,store,retain_2-4k,2-4k,retain,5.2265625,door,boot,0,0,65,3,0.00020000338554382324
M01||9||store,M01,9,store,remove_2-4k,2-4k,remove,4.1015625,store,store,1,1,1,0,0.00020000338554382324
M01||9||store,M01,9,store,retain_4-8k,4-8k,retain,4.90625,door,boot,0,0,65,3,0.00020000338554382324
M01||9||store,M01,9,store,remove_4-8k,4-8k,remove,4.5390625,door,boot,0,0,65,3,0.00020000338554382324
M01||15||swore,M01,15,swore,retain_0-0.5k,0-0.5k,retain,5.2890625,war,car,0,0,133,3,0.00017980672419071198
M01||15||swore,M01,15,swore,remove_0-0.5k,0-0.5k,remove,3.3515625,swore,swore,1,1,1,0,0.00020000338554382324
M01||15||swore,M01,15,swore,retain_0.5-2k,0.5-2k,retain,4.26171875,war,car,0,0,133,3,0.00020000338554382324
M01||15||swore,M01,15,swore,remove_0.5-2k,0.5-2k,remove,3.46875,swore,swore,1,1,1,0,0.00020000338554382324
M01||15||swore,M01,15,swore,retain_2-4k,2-4k,retain,3.966796875,war,car,0,0,133,3,0.00020000338554382324
M01||15||swore,M01,15,swore,remove_2-4k,2-4k,remove,3.478515625,swore,swore,1,1,1,0,0.00020000338554382324
M01||15||swore,M01,15,swore,retain_4-8k,4-8k,retain,3.90234375,war,car,0,0,133,3,0.00020000338554382324
M01||15||swore,M01,15,swore,remove_4-8k,4-8k,remove,3.490234375,swore,swore,1,1,1,0,0.00020000338554382324
M01||18||chair,M01,18,chair,retain_0-0.5k,0-0.5k,retain,5.28125,cheer,cheer,0,0,2,2,0.00020000000949949026
M01||18||chair,M01,18,chair,remove_0-0.5k,0-0.5k,remove,4.3125,chair,chair,1,1,1,0,0.00020000338554382324
M01||18||chair,M01,18,chair,retain_0.5-2k,0.5-2k,retain,4.79296875,cheer,cheer,0,0,2,2,0.0002000001259148121
M01||18||chair,M01,18,chair,remove_0.5-2k,0.5-2k,remove,4.66796875,cheer,cheer,0,0,2,2,0.00020000338554382324
M01||18||chair,M01,18,chair,retain_2-4k,2-4k,retain,5.12890625,cheer,cheer,0,0,2,2,0.00020000338554382324
M01||18||chair,M01,18,chair,remove_2-4k,2-4k,remove,4.3359375,chair,chair,1,1,1,0,0.00020000338554382324
M01||18||chair,M01,18,chair,retain_4-8k,4-8k,retain,5.22265625,cheer,cheer,0,0,2,2,0.00020000338554382324
M01||18||chair,M01,18,chair,remove_4-8k,4-8k,remove,4.328125,chair,chair,1,1,1,0,0.00020000338554382324
M01||20||feed,M01,20,feed,retain_0-0.5k,0-0.5k,retain,6.41015625,g,a,0,0,114,4,0.0001702986191958189
M01||20||feed,M01,20,feed,remove_0-0.5k,0-0.5k,remove,4.640625,feed,feed,1,1,1,0,0.00020000338554382324
M01||20||feed,M01,20,feed,retain_0.5-2k,0.5-2k,retain,5.8203125,sweet,sheet,0,0,14,3,0.00020000338554382324
M01||20||feed,M01,20,feed,remove_0.5-2k,0.5-2k,remove,4.796875,sweet,sheet,0,0,14,3,0.00020000338554382324
M01||20||feed,M01,20,feed,retain_2-4k,2-4k,retain,5.73046875,sweet,sheet,0,0,14,3,0.00020000338554382324
M01||20||feed,M01,20,feed,remove_2-4k,2-4k,remove,5.1328125,sweet,sheet,0,0,14,3,0.00020000338554382324
M01||20||feed,M01,20,feed,retain_4-8k,4-8k,retain,6.0,sweet,sheet,0,0,14,3,0.00020000338554382324
M01||20||feed,M01,20,feed,remove_4-8k,4-8k,remove,4.95703125,sweet,sheet,0,0,14,3,0.00020000338554382324
M01||22||floor,M01,22,floor,retain_0-0.5k,0-0.5k,retain,5.2578125,see y'all,sell,0,0,239,9,0.00020000000949949026
M01||22||floor,M01,22,floor,remove_0-0.5k,0-0.5k,remove,4.03515625,floor,floor,1,1,1,0,0.00020000338554382324
M01||22||floor,M01,22,floor,retain_0.5-2k,0.5-2k,retain,4.50390625,fjord,for,0,0,13,3,0.00020000338554382324
M01||22||floor,M01,22,floor,remove_0.5-2k,0.5-2k,remove,4.421875,fjord,for,0,0,13,3,0.00020000338554382324
M01||22||floor,M01,22,floor,retain_2-4k,2-4k,retain,4.76171875,see ya,see,0,0,182,6,0.00020000338554382324
M01||22||floor,M01,22,floor,remove_2-4k,2-4k,remove,4.21875,fjord,for,0,0,13,3,0.00020000338554382324
M01||22||floor,M01,22,floor,retain_4-8k,4-8k,retain,5.0234375,see y'all,sell,0,0,239,9,0.00020000338554382324
M01||22||floor,M01,22,floor,remove_4-8k,4-8k,remove,4.17578125,fjllllllll,fill,0,0,4,8,0.00020000338554382324
M01||24||feet,M01,24,feet,retain_0-0.5k,0-0.5k,retain,3.34375,good,boot,0,0,115,4,0.00017592310905456543
M01||24||feet,M01,24,feet,remove_0-0.5k,0-0.5k,remove,2.68359375,feet,feet,1,1,1,0,0.00020000338554382324
M01||24||feet,M01,24,feet,retain_0.5-2k,0.5-2k,retain,2.87109375,feet,feet,1,1,1,0,0.00020000338554382324
M01||24||feet,M01,24,feet,remove_0.5-2k,0.5-2k,remove,2.70703125,feet,feet,1,1,1,0,0.00020000338554382324
M01||24||feet,M01,24,feet,retain_2-4k,2-4k,retain,2.87890625,pete,ate,0,0,38,3,0.00020000338554382324
M01||24||feet,M01,24,feet,remove_2-4k,2-4k,remove,2.69921875,feet,feet,1,1,1,0,0.00020000338554382324
M01||24||feet,M01,24,feet,retain_4-8k,4-8k,retain,2.80859375,feet,feet,1,1,1,0,0.00020000338554382324
M01||24||feet,M01,24,feet,remove_4-8k,4-8k,remove,2.7890625,feet,feet,1,1,1,0,0.00020000338554382324
M01||31||fate,M01,31,fate,retain_0-0.5k,0-0.5k,retain,4.81640625,peace,race,0,0,11,3,0.00020000000949949026
M01||31||fate,M01,31,fate,remove_0-0.5k,0-0.5k,remove,3.8046875,fate,fate,1,1,1,0,0.00020000338554382324
M01||31||fate,M01,31,fate,retain_0.5-2k,0.5-2k,retain,4.1875,faith,fair,0,0,3,2,0.00020000338554382324
M01||31||fate,M01,31,fate,remove_0.5-2k,0.5-2k,remove,3.9375,fade,fate,1,0,1,1,0.00020000338554382324
M01||31||fate,M01,31,fate,retain_2-4k,2-4k,retain,4.171875,faith,fair,0,0,3,2,0.00020000338554382324
M01||31||fate,M01,31,fate,remove_2-4k,2-4k,remove,3.9609375,faith,fair,0,0,3,2,0.00020000338554382324
M01||31||fate,M01,31,fate,retain_4-8k,4-8k,retain,4.328125,faith,fair,0,0,3,2,0.00020000338554382324
M01||31||fate,M01,31,fate,remove_4-8k,4-8k,remove,3.908203125,faith,fair,0,0,3,2,0.00020000338554382324
M01||36||pile,M01,36,pile,retain_0-0.5k,0-0.5k,retain,4.21484375,paya,papa,0,0,47,3,0.00020000000949949026
M01||36||pile,M01,36,pile,remove_0-0.5k,0-0.5k,remove,2.98046875,pile,pile,1,1,1,0,0.00020000338554382324
M01||36||pile,M01,36,pile,retain_0.5-2k,0.5-2k,retain,3.6015625,pile,pile,1,1,1,0,0.00020000338554382324
M01||36||pile,M01,36,pile,remove_0.5-2k,0.5-2k,remove,3.22265625,pile,pile,1,1,1,0,0.00020000338554382324
M01||36||pile,M01,36,pile,retain_2-4k,2-4k,retain,3.576171875,pile,pile,1,1,1,0,0.00020000338554382324
M01||36||pile,M01,36,pile,remove_2-4k,2-4k,remove,3.232421875,pile,pile,1,1,1,0,0.00020000338554382324
M01||36||pile,M01,36,pile,retain_4-8k,4-8k,retain,3.9609375,pire,pile,1,0,1,1,0.00020000338554382324
M01||36||pile,M01,36,pile,remove_4-8k,4-8k,remove,3.083984375,pile,pile,1,1,1,0,0.00020000338554382324
M01||40||play,M01,40,play,retain_0-0.5k,0-0.5k,retain,6.2421875,bye,ate,0,0,192,4,0.00020000000949949026
M01||40||play,M01,40,play,remove_0-0.5k,0-0.5k,remove,4.546875,bye,ate,0,0,192,4,0.00020000338554382324
M01||40||play,M01,40,play,retain_0.5-2k,0.5-2k,retain,5.66015625,bye,ate,0,0,192,4,0.00020000338554382324
M01||40||play,M01,40,play,remove_0.5-2k,0.5-2k,remove,4.93359375,bye,ate,0,0,192,4,0.00020000338554382324
M01||40||play,M01,40,play,retain_2-4k,2-4k,retain,5.49609375,bye,ate,0,0,192,4,0.00020000338554382324
M01||40||play,M01,40,play,remove_2-4k,2-4k,remove,5.01171875,bye,ate,0,0,192,4,0.00020000338554382324
M01||40||play,M01,40,play,retain_4-8k,4-8k,retain,5.78125,bye,ate,0,0,192,4,0.00020000338554382324
M01||40||play,M01,40,play,remove_4-8k,4-8k,remove,4.87890625,bye,ate,0,0,192,4,0.00020000338554382324
M01||46||knew,M01,46,knew,retain_0-0.5k,0-0.5k,retain,5.0234375,no,no,0,0,67,3,0.00020000338554382324
M01||46||knew,M01,46,knew,remove_0-0.5k,0-0.5k,remove,4.3515625,new,knew,1,0,1,1,0.00020000338554382324
M01||46||knew,M01,46,knew,retain_0.5-2k,0.5-2k,retain,4.66796875,no,no,0,0,67,3,0.00020000338554382324
M01||46||knew,M01,46,knew,remove_0.5-2k,0.5-2k,remove,4.546875,no,no,0,0,67,3,0.00020000338554382324
M01||46||knew,M01,46,knew,retain_2-4k,2-4k,retain,4.73046875,no,no,0,0,67,3,0.00020000338554382324
M01||46||knew,M01,46,knew,remove_2-4k,2-4k,remove,4.4609375,no,no,0,0,67,3,0.00020000338554382324
M01||46||knew,M01,46,knew,retain_4-8k,4-8k,retain,4.90625,no,no,0,0,67,3,0.00020000338554382324
M01||46||knew,M01,46,knew,remove_4-8k,4-8k,remove,4.39453125,new,knew,1,0,1,1,0.00020000338554382324
M01||58||witch,M01,58,witch,retain_0-0.5k,0-0.5k,retain,4.765625,which,rich,0,0,5,2,0.00020000000949949026
M01||58||witch,M01,58,witch,remove_0-0.5k,0-0.5k,remove,3.478515625,which,rich,0,0,5,2,0.00020000338554382324
M01||58||witch,M01,58,witch,retain_0.5-2k,0.5-2k,retain,4.1484375,which,rich,0,0,5,2,0.00020000338554382324
M01||58||witch,M01,58,witch,remove_0.5-2k,0.5-2k,remove,3.77734375,which,rich,0,0,5,2,0.00020000338554382324
M01||58||witch,M01,58,witch,retain_2-4k,2-4k,retain,4.15625,which,rich,0,0,5,2,0.00020000338554382324
M01||58||witch,M01,58,witch,remove_2-4k,2-4k,remove,3.626953125,which,rich,0,0,5,2,0.00020000338554382324
M01||58||witch,M01,58,witch,retain_4-8k,4-8k,retain,4.578125,which,rich,0,0,5,2,0.00020000338554382324
M01||58||witch,M01,58,witch,remove_4-8k,4-8k,remove,3.560546875,which,rich,0,0,5,2,0.00020000338554382324
M01||63||rock,M01,63,rock,retain_0-0.5k,0-0.5k,retain,6.35546875,rake,rake,0,0,82,3,0.00020000000949949026
M01||63||rock,M01,63,rock,remove_0-0.5k,0-0.5k,remove,4.91796875,rock,rock,1,1,1,0,0.00020000338554382324
M01||63||rock,M01,63,rock,retain_0.5-2k,0.5-2k,retain,5.8125,r o o o o o o o,romeo,0,0,9,13,0.00020000338554382324
